Datum,Plats,Temp,Luftfuktighet
01/10/2016 14:20,Inne,23.5,39
01/10/2016 14:21,Ute,17.2,26
01/10/2016 14:21,Inne,23.3,39
01/10/2016 14:22,Ute,17.1,26
01/10/2016 14:22,Inne,23.5,39
01/10/2016 14:23,Ute,17.1,26
01/10/2016 14:23,Inne,23.5,39
01/10/2016 14:24,Ute,17.1,26
01/10/2016 14:24,Inne,23.5,39
01/10/2016 14:25,Ute,17,25
01/10/2016 14:25,Inne,23.5,39
01/10/2016 14:26,Ute,16.9,25
01/10/2016 14:26,Inne,23.5,39
01/10/2016 14:27,Ute,16.8,25
01/10/2016 14:27,Inne,23.5,39
01/10/2016 14:28,Ute,16.8,26
01/10/2016 14:28,Inne,23.5,39
01/10/2016 14:29,Ute,16.9,26
01/10/2016 14:29,Inne,23.5,39
01/10/2016 14:30,Ute,16.9,25
01/10/2016 14:30,Inne,23.5,39
01/10/2016 14:31,Ute,17,25
01/10/2016 14:31,Inne,23.6,39
01/10/2016 14:32,Ute,16.9,25
01/10/2016 14:32,Inne,23.6,39
01/10/2016 14:33,Ute,16.9,25
01/10/2016 14:33,Inne,23.6,38
01/10/2016 14:34,Ute,16.9,26
01/10/2016 14:34,Inne,23.6,38
01/10/2016 14:35,Ute,16.8,25
01/10/2016 14:35,Inne,23.6,38
01/10/2016 14:36,Ute,16.9,26
01/10/2016 14:36,Inne,23.6,38
01/10/2016 14:37,Ute,16.9,25
01/10/2016 14:37,Inne,23.6,38
01/10/2016 14:38,Ute,16.9,24
01/10/2016 14:38,Inne,23.6,38
01/10/2016 14:39,Ute,16.7,24
01/10/2016 14:40,Ute,16.7,24
01/10/2016 14:40,Inne,23.6,38
01/10/2016 14:41,Ute,16.7,25
01/10/2016 14:41,Inne,23.6,38
01/10/2016 14:42,Ute,16.8,25
01/10/2016 14:42,Inne,23.6,38
01/10/2016 14:43,Ute,16.9,25
01/10/2016 14:43,Inne,23.6,38
01/10/2016 14:44,Ute,16.9,25
01/10/2016 14:44,Inne,23.6,38
01/10/2016 14:45,Ute,17,26
01/10/2016 14:45,Inne,23.8,38
01/10/2016 14:46,Ute,17.2,25
01/10/2016 14:46,Inne,23.8,38
01/10/2016 14:47,Ute,17.2,26
01/10/2016 14:47,Inne,23.8,38
01/10/2016 14:48,Ute,17.3,24
01/10/2016 14:48,Inne,23.8,38
01/10/2016 14:49,Ute,17.3,26
01/10/2016 14:49,Inne,23.8,38
01/10/2016 14:50,Ute,17.3,25
01/10/2016 14:50,Inne,23.8,38
01/10/2016 14:51,Ute,17.3,25
01/10/2016 14:51,Inne,23.8,38
01/10/2016 14:52,Ute,17.3,25
01/10/2016 14:52,Inne,23.8,38
01/10/2016 14:53,Ute,17.4,25
01/10/2016 14:53,Inne,23.8,38
01/10/2016 14:54,Ute,17.4,24
01/10/2016 14:54,Inne,23.8,38
01/10/2016 14:55,Ute,17.3,23
01/10/2016 14:55,Inne,23.8,38
01/10/2016 14:56,Ute,17.3,24
01/10/2016 14:56,Inne,23.8,38
01/10/2016 14:57,Ute,17.2,24
01/10/2016 14:57,Inne,23.8,38
01/10/2016 14:58,Ute,17.2,25
01/10/2016 14:58,Inne,23.8,38
01/10/2016 14:59,Ute,17.3,26
01/10/2016 14:59,Inne,23.8,38
01/10/2016 15:00,Ute,17.5,24
01/10/2016 15:00,Inne,23.8,38
01/10/2016 15:01,Ute,17.4,24
01/10/2016 15:01,Inne,24,37
01/10/2016 15:02,Ute,17.4,25
01/10/2016 15:02,Inne,24,37
01/10/2016 15:03,Ute,17.4,24
01/10/2016 15:03,Inne,24,37
01/10/2016 15:04,Ute,17.4,23
01/10/2016 15:04,Inne,24,37
01/10/2016 15:05,Ute,17.3,23
01/10/2016 15:06,Ute,17.2,23
01/10/2016 15:06,Inne,24,37
01/10/2016 15:07,Ute,17.3,24
01/10/2016 15:07,Inne,24,37
01/10/2016 15:08,Ute,17.3,23
01/10/2016 15:08,Inne,24,37
01/10/2016 15:09,Ute,17.3,24
01/10/2016 15:09,Inne,24,37
01/10/2016 15:10,Ute,17.3,24
01/10/2016 15:10,Inne,24,37
01/10/2016 15:11,Ute,17.3,22
01/10/2016 15:11,Inne,24,37
01/10/2016 15:12,Ute,17.3,22
01/10/2016 15:12,Inne,24,37
01/10/2016 15:13,Ute,17.2,24
01/10/2016 15:13,Inne,24,37
01/10/2016 15:14,Ute,17.3,25
01/10/2016 15:14,Inne,24,37
01/10/2016 15:15,Ute,17.4,24
01/10/2016 15:15,Inne,24,37
01/10/2016 15:16,Ute,17.4,24
01/10/2016 15:16,Inne,24,37
01/10/2016 15:17,Ute,17.3,25
01/10/2016 15:17,Inne,24,37
01/10/2016 15:18,Ute,17.3,25
01/10/2016 15:18,Inne,24,37
01/10/2016 15:19,Ute,17.1,24
01/10/2016 15:19,Inne,24.1,37
01/10/2016 15:20,Ute,16.9,25
01/10/2016 15:20,Inne,24.1,37
01/10/2016 15:21,Ute,16.8,25
01/10/2016 15:21,Inne,24.1,37
01/10/2016 15:22,Ute,16.6,24
01/10/2016 15:22,Inne,24.1,37
01/10/2016 15:23,Ute,16.5,25
01/10/2016 15:23,Inne,24.1,37
01/10/2016 15:24,Ute,16.4,25
01/10/2016 15:24,Inne,24.1,37
01/10/2016 15:25,Ute,16.3,26
01/10/2016 15:25,Inne,24.1,37
01/10/2016 15:26,Ute,16.3,26
01/10/2016 15:26,Inne,24.1,37
01/10/2016 15:27,Ute,16.3,26
01/10/2016 15:27,Inne,24.1,37
01/10/2016 15:28,Ute,16.2,27
01/10/2016 15:28,Inne,24.1,37
01/10/2016 15:29,Ute,16,27
01/10/2016 15:29,Inne,24.1,37
01/10/2016 15:30,Ute,16,27
01/10/2016 15:30,Inne,24.1,37
01/10/2016 15:31,Ute,15.9,28
01/10/2016 15:31,Inne,24,37
01/10/2016 15:32,Ute,15.9,27
01/10/2016 15:32,Inne,24,37
01/10/2016 15:33,Ute,15.8,27
01/10/2016 15:33,Inne,24,37
01/10/2016 15:34,Ute,15.8,27
01/10/2016 15:34,Inne,24,37
01/10/2016 15:35,Ute,15.8,27
01/10/2016 15:35,Inne,24,37
01/10/2016 15:36,Ute,15.7,27
01/10/2016 15:36,Inne,24,37
01/10/2016 15:37,Ute,15.7,28
01/10/2016 15:37,Inne,23.6,38
01/10/2016 15:38,Ute,15.7,28
01/10/2016 15:38,Inne,24,37
01/10/2016 15:39,Ute,15.7,29
01/10/2016 15:39,Inne,24,37
01/10/2016 15:40,Ute,15.7,29
01/10/2016 15:40,Inne,24,37
01/10/2016 15:41,Ute,15.7,29
01/10/2016 15:41,Inne,24,37
01/10/2016 15:42,Ute,15.7,28
01/10/2016 15:42,Inne,24,37
01/10/2016 15:43,Ute,15.6,28
01/10/2016 15:43,Inne,24,37
01/10/2016 15:44,Ute,15.6,29
01/10/2016 15:45,Ute,15.6,29
01/10/2016 15:45,Inne,23.8,38
01/10/2016 15:46,Ute,15.6,29
01/10/2016 15:46,Inne,23.8,38
01/10/2016 15:47,Ute,15.6,30
01/10/2016 15:47,Inne,23.8,38
01/10/2016 15:48,Ute,15.6,29
01/10/2016 15:48,Inne,23.8,38
01/10/2016 15:49,Ute,15.6,30
01/10/2016 15:49,Inne,23.8,38
01/10/2016 15:50,Ute,15.6,30
01/10/2016 15:50,Inne,23.8,38
01/10/2016 15:51,Ute,15.6,29
01/10/2016 15:51,Inne,23.8,38
01/10/2016 15:52,Ute,15.7,29
01/10/2016 15:52,Inne,23.8,38
01/10/2016 15:53,Ute,15.6,29
01/10/2016 15:53,Inne,23.8,38
01/10/2016 15:54,Ute,15.6,29
01/10/2016 15:54,Inne,23.8,38
01/10/2016 15:55,Ute,15.6,29
01/10/2016 15:55,Inne,23.8,38
01/10/2016 15:56,Ute,15.6,29
01/10/2016 15:56,Inne,23.8,38
01/10/2016 15:57,Ute,15.6,29
01/10/2016 15:58,Ute,15.4,29
01/10/2016 15:58,Inne,23.8,38
01/10/2016 15:59,Ute,15.4,29
01/10/2016 15:59,Inne,23.8,38
01/10/2016 16:00,Ute,15.4,30
01/10/2016 16:00,Inne,23.8,38
01/10/2016 16:01,Ute,15.4,29
01/10/2016 16:01,Inne,23.8,38
01/10/2016 16:02,Ute,15.4,29
01/10/2016 16:02,Inne,23.8,38
01/10/2016 16:03,Ute,15.4,29
01/10/2016 16:03,Inne,23.6,38
01/10/2016 16:04,Ute,15.4,30
01/10/2016 16:04,Inne,23.6,38
01/10/2016 16:05,Inne,23.6,38
01/10/2016 16:06,Ute,15.4,31
01/10/2016 16:06,Inne,23.6,38
01/10/2016 16:07,Ute,15.4,31
01/10/2016 16:07,Inne,23.6,38
01/10/2016 16:08,Ute,15.4,31
01/10/2016 16:08,Inne,23.6,38
01/10/2016 16:09,Ute,15.4,31
01/10/2016 16:09,Inne,23.6,38
01/10/2016 16:10,Ute,15.4,31
01/10/2016 16:11,Ute,15.4,30
01/10/2016 16:11,Inne,23.6,38
01/10/2016 16:12,Ute,15.4,31
01/10/2016 16:12,Inne,23.6,38
01/10/2016 16:13,Ute,15.4,31
01/10/2016 16:13,Inne,23.6,38
01/10/2016 16:14,Ute,15.4,31
01/10/2016 16:14,Inne,23.6,38
01/10/2016 16:15,Ute,15.4,31
01/10/2016 16:15,Inne,23.6,38
01/10/2016 16:16,Ute,15.4,30
01/10/2016 16:16,Inne,23.6,38
01/10/2016 16:17,Ute,15.4,31
01/10/2016 16:17,Inne,23.6,38
01/10/2016 16:18,Ute,15.4,31
01/10/2016 16:18,Inne,23.6,38
01/10/2016 16:19,Ute,15.4,32
01/10/2016 16:19,Inne,23.6,38
01/10/2016 16:20,Ute,15.4,31
01/10/2016 16:20,Inne,23.3,38
01/10/2016 16:21,Ute,15.3,31
01/10/2016 16:21,Inne,23.6,38
01/10/2016 16:22,Ute,15.3,31
01/10/2016 16:22,Inne,23.6,38
01/10/2016 16:23,Ute,15.3,30
01/10/2016 16:23,Inne,23.6,38
01/10/2016 16:24,Ute,15.3,30
01/10/2016 16:24,Inne,23.6,38
01/10/2016 16:25,Ute,15.3,31
01/10/2016 16:25,Inne,23.6,38
01/10/2016 16:26,Ute,15.3,30
01/10/2016 16:26,Inne,23.6,38
01/10/2016 16:27,Ute,15.3,30
01/10/2016 16:27,Inne,23.6,38
01/10/2016 16:28,Ute,15.3,31
01/10/2016 16:28,Inne,23.6,38
01/10/2016 16:29,Ute,15.3,30
01/10/2016 16:29,Inne,23.6,38
01/10/2016 16:30,Ute,15.3,31
01/10/2016 16:30,Inne,23.5,38
01/10/2016 16:31,Inne,23.5,38
01/10/2016 16:32,Ute,15.3,30
01/10/2016 16:32,Inne,23.5,38
01/10/2016 16:33,Ute,15.2,30
01/10/2016 16:33,Inne,23.5,38
01/10/2016 16:34,Ute,15.2,30
01/10/2016 16:34,Inne,23.5,38
01/10/2016 16:35,Ute,15.2,31
01/10/2016 16:35,Inne,23.5,38
01/10/2016 16:37,Inne,23.5,38
01/10/2016 16:38,Ute,15.2,31
01/10/2016 16:38,Inne,23.5,38
01/10/2016 16:39,Ute,15.2,32
01/10/2016 16:39,Inne,23.5,38
01/10/2016 16:40,Ute,15.2,32
01/10/2016 16:40,Inne,23.5,38
01/10/2016 16:41,Ute,15.3,32
01/10/2016 16:41,Inne,23.5,38
01/10/2016 16:42,Ute,15.3,31
01/10/2016 16:42,Inne,23.5,38
01/10/2016 16:43,Ute,15.3,31
01/10/2016 16:43,Inne,23.5,38
01/10/2016 16:44,Ute,15.2,31
01/10/2016 16:44,Inne,23.5,38
01/10/2016 16:45,Ute,15.2,32
01/10/2016 16:45,Inne,23.5,38
01/10/2016 16:46,Ute,15.2,31
01/10/2016 16:46,Inne,23.5,38
01/10/2016 16:47,Ute,15.2,31
01/10/2016 16:47,Inne,23.5,38
01/10/2016 16:48,Ute,15.2,31
01/10/2016 16:48,Inne,23.5,38
01/10/2016 16:49,Ute,15.2,32
01/10/2016 16:49,Inne,23.5,38
01/10/2016 16:50,Ute,15.2,32
01/10/2016 16:50,Inne,23.5,38
01/10/2016 16:51,Ute,15.2,31
01/10/2016 16:51,Inne,23.5,38
01/10/2016 16:52,Ute,15.1,32
01/10/2016 16:52,Inne,23.5,38
01/10/2016 16:53,Ute,15.1,32
01/10/2016 16:53,Inne,23.5,38
01/10/2016 16:54,Ute,15.1,32
01/10/2016 16:54,Inne,23.5,38
01/10/2016 16:55,Ute,15.1,32
01/10/2016 16:55,Inne,23.5,38
01/10/2016 16:56,Ute,15.1,32
01/10/2016 16:56,Inne,23.5,38
01/10/2016 16:57,Inne,23.5,38
01/10/2016 16:58,Ute,15,32
01/10/2016 16:58,Inne,23.5,38
01/10/2016 16:59,Ute,15,32
01/10/2016 16:59,Inne,23.5,38
01/10/2016 17:00,Ute,15,32
01/10/2016 17:00,Inne,23.5,38
01/10/2016 17:01,Ute,15,32
01/10/2016 17:01,Inne,23.5,38
01/10/2016 17:02,Ute,14.9,33
01/10/2016 17:03,Ute,14.9,33
01/10/2016 17:03,Inne,23.5,38
01/10/2016 17:04,Ute,14.9,33
01/10/2016 17:04,Inne,23.3,38
01/10/2016 17:05,Ute,14.9,33
01/10/2016 17:05,Inne,23.3,38
01/10/2016 17:06,Ute,14.9,34
01/10/2016 17:06,Inne,23.3,38
01/10/2016 17:07,Ute,14.9,34
01/10/2016 17:07,Inne,23.3,38
01/10/2016 17:08,Ute,14.9,34
01/10/2016 17:08,Inne,23.3,38
01/10/2016 17:09,Ute,14.9,34
01/10/2016 17:09,Inne,23.3,38
01/10/2016 17:10,Ute,15,34
01/10/2016 17:10,Inne,23.3,38
01/10/2016 17:11,Ute,14.9,34
01/10/2016 17:11,Inne,23.3,38
01/10/2016 17:12,Ute,14.9,34
01/10/2016 17:12,Inne,23.3,38
01/10/2016 17:13,Ute,14.9,34
01/10/2016 17:13,Inne,23.3,38
01/10/2016 17:14,Ute,14.9,34
01/10/2016 17:14,Inne,23.3,38
01/10/2016 17:15,Ute,14.9,34
01/10/2016 17:15,Inne,23.3,38
01/10/2016 17:16,Ute,14.9,34
01/10/2016 17:16,Inne,23.3,38
01/10/2016 17:17,Ute,14.9,34
01/10/2016 17:17,Inne,21.9,39
01/10/2016 17:18,Ute,14.8,34
01/10/2016 17:18,Inne,23.3,38
01/10/2016 17:19,Ute,14.8,35
01/10/2016 17:19,Inne,23.3,38
01/10/2016 17:19,Ute,14.8,35
01/10/2016 17:20,Inne,23.1,38
01/10/2016 17:20,Ute,14.8,35
01/10/2016 17:21,Inne,23.3,38
01/10/2016 17:21,Ute,14.8,35
01/10/2016 17:22,Inne,23.3,38
01/10/2016 17:22,Ute,14.8,36
01/10/2016 17:23,Inne,23.3,38
01/10/2016 17:23,Ute,14.8,36
01/10/2016 17:24,Inne,23.3,38
01/10/2016 17:24,Ute,14.8,36
01/10/2016 17:25,Inne,23.3,38
01/10/2016 17:25,Ute,14.8,36
01/10/2016 17:26,Inne,23.3,38
01/10/2016 17:26,Ute,14.8,36
01/10/2016 17:27,Inne,23.3,38
01/10/2016 17:27,Ute,14.8,36
01/10/2016 17:28,Ute,14.8,36
01/10/2016 17:29,Inne,23.3,38
01/10/2016 17:29,Ute,14.8,36
01/10/2016 17:30,Inne,23.3,38
01/10/2016 17:30,Ute,14.8,36
01/10/2016 17:31,Inne,23.3,38
01/10/2016 17:31,Ute,14.8,36
01/10/2016 17:32,Inne,23.3,38
01/10/2016 17:32,Ute,14.8,36
01/10/2016 17:33,Inne,23.3,38
01/10/2016 17:33,Ute,14.6,36
01/10/2016 17:34,Inne,23.3,38
01/10/2016 17:34,Ute,14.6,36
01/10/2016 17:35,Inne,23.3,38
01/10/2016 17:35,Ute,14.6,36
01/10/2016 17:36,Inne,23.3,38
01/10/2016 17:36,Ute,14.6,36
01/10/2016 17:37,Inne,23.3,38
01/10/2016 17:37,Ute,14.6,36
01/10/2016 17:38,Inne,23.3,38
01/10/2016 17:38,Ute,14.6,36
01/10/2016 17:39,Inne,23.3,38
01/10/2016 17:39,Ute,14.6,36
01/10/2016 17:40,Inne,23.3,38
01/10/2016 17:40,Ute,14.6,36
01/10/2016 17:41,Ute,14.6,37
01/10/2016 17:42,Inne,23.3,38
01/10/2016 17:42,Ute,14.6,36
01/10/2016 17:43,Inne,23.3,38
01/10/2016 17:43,Ute,14.5,37
01/10/2016 17:44,Inne,23.3,38
01/10/2016 17:44,Ute,14.5,36
01/10/2016 17:45,Inne,23.3,38
01/10/2016 17:45,Ute,14.5,37
01/10/2016 17:46,Inne,23.3,38
01/10/2016 17:46,Ute,14.5,37
01/10/2016 17:47,Inne,23.3,38
01/10/2016 17:47,Ute,14.4,37
01/10/2016 17:48,Inne,23.3,38
01/10/2016 17:49,Inne,23.3,38
01/10/2016 17:49,Ute,14.4,38
01/10/2016 17:50,Inne,23.3,38
01/10/2016 17:50,Ute,14.4,38
01/10/2016 17:51,Inne,23.3,38
01/10/2016 17:51,Ute,14.4,38
01/10/2016 17:52,Inne,23.3,38
01/10/2016 17:52,Ute,14.3,38
01/10/2016 17:53,Inne,23.3,38
01/10/2016 17:53,Ute,14.3,38
01/10/2016 17:54,Ute,14.3,38
01/10/2016 17:55,Inne,23.1,38
01/10/2016 17:55,Ute,14.3,38
01/10/2016 17:56,Inne,23.1,38
01/10/2016 17:56,Ute,14.3,38
01/10/2016 17:57,Inne,23.1,38
01/10/2016 17:57,Ute,14.3,38
01/10/2016 17:58,Inne,23.1,38
01/10/2016 17:58,Ute,14.3,39
01/10/2016 17:59,Inne,23.1,38
01/10/2016 17:59,Ute,14.2,39
01/10/2016 18:00,Inne,23.1,38
01/10/2016 18:00,Ute,14.2,39
01/10/2016 18:01,Inne,23.1,38
01/10/2016 18:01,Ute,14.1,39
01/10/2016 18:02,Inne,23.1,38
01/10/2016 18:02,Ute,14.1,39
01/10/2016 18:03,Inne,23.1,38
01/10/2016 18:03,Ute,14,39
01/10/2016 18:04,Inne,23.1,38
01/10/2016 18:04,Ute,14,39
01/10/2016 18:05,Inne,23.1,38
01/10/2016 18:05,Ute,14,39
01/10/2016 18:06,Inne,23.1,39
01/10/2016 18:06,Ute,13.9,40
01/10/2016 18:07,Ute,13.9,41
01/10/2016 18:08,Inne,23.1,38
01/10/2016 18:08,Ute,13.9,41
01/10/2016 18:09,Inne,23.1,38
01/10/2016 18:09,Ute,13.9,41
01/10/2016 18:10,Inne,23.1,38
01/10/2016 18:10,Ute,13.9,41
01/10/2016 18:11,Inne,23.1,38
01/10/2016 18:11,Ute,13.9,41
01/10/2016 18:12,Inne,23.1,38
01/10/2016 18:12,Ute,13.8,41
01/10/2016 18:13,Inne,23.1,38
01/10/2016 18:13,Ute,13.8,41
01/10/2016 18:14,Inne,23.1,38
01/10/2016 18:14,Ute,13.8,41
01/10/2016 18:15,Inne,23.1,38
01/10/2016 18:15,Ute,13.8,41
01/10/2016 18:16,Inne,23.1,38
01/10/2016 18:16,Ute,13.8,41
01/10/2016 18:17,Inne,21.9,39
01/10/2016 18:17,Ute,13.8,41
01/10/2016 18:18,Inne,23.1,38
01/10/2016 18:18,Ute,13.8,41
01/10/2016 18:19,Inne,23.1,38
01/10/2016 18:19,Ute,13.7,41
01/10/2016 18:20,Ute,13.7,42
01/10/2016 18:21,Inne,23.1,38
01/10/2016 18:21,Ute,13.6,42
01/10/2016 18:22,Inne,23.1,38
01/10/2016 18:22,Ute,13.6,42
01/10/2016 18:23,Inne,23.1,38
01/10/2016 18:23,Ute,13.6,42
01/10/2016 18:24,Inne,23.1,38
01/10/2016 18:24,Ute,13.6,42
01/10/2016 18:25,Inne,23.1,38
01/10/2016 18:25,Ute,13.6,42
01/10/2016 18:26,Inne,23.1,38
01/10/2016 18:26,Ute,13.5,42
01/10/2016 18:27,Inne,23.1,38
01/10/2016 18:28,Inne,23.1,38
01/10/2016 18:28,Ute,13.5,42
01/10/2016 18:29,Inne,23.1,38
01/10/2016 18:29,Ute,13.4,42
01/10/2016 18:30,Inne,23.1,38
01/10/2016 18:30,Ute,13.4,42
01/10/2016 18:31,Inne,23.1,38
01/10/2016 18:31,Ute,13.4,42
01/10/2016 18:32,Inne,23.1,38
01/10/2016 18:32,Ute,13.3,42
01/10/2016 18:33,Inne,23.1,38
01/10/2016 18:33,Ute,13.3,42
01/10/2016 18:34,Inne,23.1,38
01/10/2016 18:34,Ute,13.3,43
01/10/2016 18:35,Inne,23.1,38
01/10/2016 18:35,Ute,13.3,43
01/10/2016 18:36,Inne,23.1,38
01/10/2016 18:36,Ute,13.3,43
01/10/2016 18:37,Inne,23.1,38
01/10/2016 18:37,Ute,13.2,43
01/10/2016 18:38,Inne,23.1,38
01/10/2016 18:38,Ute,13.2,43
01/10/2016 18:39,Inne,23.1,38
01/10/2016 18:39,Ute,13.1,43
01/10/2016 18:40,Inne,23.1,38
01/10/2016 18:40,Ute,13.1,43
01/10/2016 18:41,Inne,23.1,38
01/10/2016 18:41,Ute,13.1,43
01/10/2016 18:42,Inne,21.9,38
01/10/2016 18:42,Ute,13.1,43
01/10/2016 18:43,Inne,21.9,39
01/10/2016 18:43,Ute,13.1,43
01/10/2016 18:44,Inne,21.9,39
01/10/2016 18:44,Ute,13,43
01/10/2016 18:45,Inne,21.9,39
01/10/2016 18:45,Ute,13,44
01/10/2016 18:46,Ute,13,44
01/10/2016 18:47,Inne,21.9,39
01/10/2016 18:47,Ute,12.9,44
01/10/2016 18:48,Inne,21.9,39
01/10/2016 18:48,Ute,12.9,44
01/10/2016 18:49,Inne,21.9,39
01/10/2016 18:49,Ute,12.9,44
01/10/2016 18:50,Inne,21.9,39
01/10/2016 18:50,Ute,12.9,44
01/10/2016 18:51,Inne,21.9,39
01/10/2016 18:51,Ute,12.9,44
01/10/2016 18:52,Inne,21.9,39
01/10/2016 18:52,Ute,12.9,45
01/10/2016 18:53,Inne,21.9,39
01/10/2016 18:53,Ute,12.8,45
01/10/2016 18:54,Inne,21.9,39
01/10/2016 18:54,Ute,12.8,45
01/10/2016 18:55,Inne,21.9,39
01/10/2016 18:55,Ute,12.8,45
01/10/2016 18:55,Inne,21.9,39
01/10/2016 18:56,Ute,12.8,45
01/10/2016 18:56,Inne,21.9,39
01/10/2016 18:57,Ute,12.7,45
01/10/2016 18:57,Inne,21.9,39
01/10/2016 18:58,Ute,12.7,45
01/10/2016 18:59,Ute,12.6,45
01/10/2016 18:59,Inne,21.9,39
01/10/2016 19:00,Ute,12.6,46
01/10/2016 19:00,Inne,23.8,38
01/10/2016 19:01,Ute,12.6,46
01/10/2016 19:01,Inne,21.9,39
01/10/2016 19:02,Ute,12.6,46
01/10/2016 19:02,Inne,21.9,39
01/10/2016 19:03,Ute,12.6,46
01/10/2016 19:03,Inne,21.9,39
01/10/2016 19:04,Ute,12.5,46
01/10/2016 19:04,Inne,21.9,39
01/10/2016 19:05,Ute,12.5,46
01/10/2016 19:05,Inne,21.9,39
01/10/2016 19:06,Ute,12.5,46
01/10/2016 19:06,Inne,21.9,39
01/10/2016 19:07,Ute,12.4,46
01/10/2016 19:07,Inne,21.9,39
01/10/2016 19:08,Ute,12.4,46
01/10/2016 19:08,Inne,21.9,39
01/10/2016 19:09,Ute,12.4,46
01/10/2016 19:09,Inne,21.9,39
01/10/2016 19:10,Ute,12.4,47
01/10/2016 19:10,Inne,21.9,39
01/10/2016 19:11,Ute,12.3,47
01/10/2016 19:11,Inne,21.9,39
01/10/2016 19:12,Ute,12.3,47
01/10/2016 19:12,Inne,21.9,39
01/10/2016 19:13,Ute,12.3,47
01/10/2016 19:13,Inne,21.9,39
01/10/2016 19:14,Ute,12.3,47
01/10/2016 19:14,Inne,21.9,39
01/10/2016 19:15,Ute,12.3,47
01/10/2016 19:15,Inne,21.9,39
01/10/2016 19:16,Ute,12.3,47
01/10/2016 19:16,Inne,21.9,39
01/10/2016 19:17,Ute,12.3,48
01/10/2016 19:17,Inne,21.9,39
01/10/2016 19:18,Ute,12.3,48
01/10/2016 19:18,Inne,21.9,39
01/10/2016 19:19,Inne,21.9,39
01/10/2016 19:20,Ute,12.3,48
01/10/2016 19:20,Inne,21.9,39
01/10/2016 19:21,Ute,12.3,48
01/10/2016 19:21,Inne,21.9,39
01/10/2016 19:22,Ute,12.3,48
01/10/2016 19:22,Inne,21.9,39
01/10/2016 19:23,Ute,12.3,48
01/10/2016 19:23,Inne,21.9,39
01/10/2016 19:24,Ute,12.3,49
01/10/2016 19:24,Inne,21.9,39
01/10/2016 19:25,Ute,12.3,49
01/10/2016 19:25,Inne,21.9,39
01/10/2016 19:26,Ute,12.4,49
01/10/2016 19:26,Inne,21.9,39
01/10/2016 19:27,Ute,12.4,49
01/10/2016 19:27,Inne,21.9,39
01/10/2016 19:28,Ute,12.4,49
01/10/2016 19:28,Inne,21.9,39
01/10/2016 19:29,Ute,12.4,49
01/10/2016 19:29,Inne,21.9,39
01/10/2016 19:30,Ute,12.4,49
01/10/2016 19:30,Inne,21.9,39
01/10/2016 19:31,Ute,12.4,49
01/10/2016 19:31,Inne,21.9,39
01/10/2016 19:32,Ute,12.5,49
01/10/2016 19:32,Inne,21.9,39
01/10/2016 19:33,Ute,12.4,49
01/10/2016 19:33,Inne,21.9,39
01/10/2016 19:34,Ute,12.4,49
01/10/2016 19:34,Inne,21.9,39
01/10/2016 19:35,Ute,12.4,49
01/10/2016 19:35,Inne,21.9,39
01/10/2016 19:36,Ute,12.4,49
01/10/2016 19:36,Inne,21.9,39
01/10/2016 19:37,Ute,12.4,49
01/10/2016 19:37,Inne,21.9,39
01/10/2016 19:38,Ute,12.3,49
01/10/2016 19:38,Inne,21.9,39
01/10/2016 19:39,Ute,12.3,49
01/10/2016 19:39,Inne,21.9,39
01/10/2016 19:40,Ute,12.5,49
01/10/2016 19:40,Inne,21.9,39
01/10/2016 19:41,Ute,12.5,49
01/10/2016 19:41,Inne,21.9,39
01/10/2016 19:42,Ute,12.4,49
01/10/2016 19:42,Inne,21.9,39
01/10/2016 19:43,Ute,12.5,49
01/10/2016 19:43,Inne,21.9,39
01/10/2016 19:44,Ute,12.4,49
01/10/2016 19:44,Inne,21.9,39
01/10/2016 19:45,Ute,12.5,49
01/10/2016 19:45,Inne,21.9,39
01/10/2016 19:46,Ute,12.4,49
01/10/2016 19:46,Inne,21.9,39
01/10/2016 19:47,Ute,12.5,49
01/10/2016 19:47,Inne,21.9,39
01/10/2016 19:48,Ute,12.4,49
01/10/2016 19:48,Inne,21.9,39
01/10/2016 19:49,Ute,12.5,49
01/10/2016 19:49,Inne,21.9,39
01/10/2016 19:50,Ute,12.4,49
01/10/2016 19:50,Inne,21.9,39
01/10/2016 19:51,Ute,12.4,49
01/10/2016 19:51,Inne,21.9,39
01/10/2016 19:52,Ute,12.4,49
01/10/2016 19:52,Inne,23.8,38
01/10/2016 19:53,Ute,12.4,49
01/10/2016 19:53,Inne,23.8,38
01/10/2016 19:54,Ute,12.4,49
01/10/2016 19:54,Inne,21.9,39
01/10/2016 19:55,Ute,12.3,49
01/10/2016 19:55,Inne,21.9,39
01/10/2016 19:56,Ute,12.3,49
01/10/2016 19:56,Inne,23.8,38
01/10/2016 19:57,Ute,12.3,49
01/10/2016 19:57,Inne,23.8,39
01/10/2016 19:58,Ute,12.3,49
01/10/2016 19:58,Inne,21.9,39
01/10/2016 19:59,Ute,12.4,49
01/10/2016 19:59,Inne,23.8,38
01/10/2016 20:00,Ute,12.3,49
01/10/2016 20:00,Inne,23.8,38
01/10/2016 20:01,Ute,12.3,49
01/10/2016 20:01,Inne,23.8,38
01/10/2016 20:02,Ute,12.2,49
01/10/2016 20:02,Inne,23.8,38
01/10/2016 20:03,Ute,12.2,49
01/10/2016 20:04,Ute,12.2,49
01/10/2016 20:04,Inne,23.8,38
01/10/2016 20:05,Ute,12.1,49
